headword,pinyin_tone,pinyin_plain,definition
傲雪凌霜,àoxuělíngshuāng,aoxuelingshuang,形容不畏霜雪严寒，外界条件越艰苦越有精神。比喻经过长期磨练，面对冷酷迫害或打击毫不示弱、无所畏惧。傲，傲慢、蔑视。
傲雪欺霜,àoxuěqīshuāng,aoxueqishuang,形容不畏霜雪严寒，外界条件越艰苦越有精神。比喻经过长期磨练，面对冷酷迫害或打击毫不示弱、无所畏惧。傲，傲慢、蔑视。
奥妙无穷,àomiàowúqióng,aomiaowuqiong,奥深奥。指其中不易为人所知而奇妙有趣之处极多。
奥援有灵,àoyuányǒulíng,aoyuanyouling,奥援暗中支持的力量；有灵有神通。多指旧时官场的钻营、勾结，暗通关节，很有神通。
懊悔无及,àohuǐwújí,aohuiwuji,后悔已来不及了。
八百孤寒,bābǎigūhán,babaiguhan,八百形容很多；孤寒指贫寒的读书人。形容人数众多，处境贫寒的读书人。也比喻贫寒之士失去依靠。
八窗玲珑,bāchuānglínglóng,bachuanglinglong,①指四壁窗户轩敞，室内通彻明亮。②比喻通达明澈的修养境界。
八斗之才,bādǒuzhīcái,badouzhicai,才才华。比喻人极有才华。
八方风雨,bāfāngfēngyǔ,bafangfengyu,四面八方风雨聚会。比喻形势骤然变幻，动荡不安。
八方呼应,bāfānghūyìng,bafanghuying,呼应彼此声气相通。泛指周围、各地。形容各方面互通声气，互相配合。
八方支持,bāfāngzhīchí,bafangzhichi,形容各方面都支持、援助。
八方支援,bāfāngzhīyuán,bafangzhiyuan,形容各方面都支持、援助。
八府巡按,bāfǔxúnàn,bafuxunan,巡按之名，起于明代，非固定职官，临时由朝廷委派监察御史担任，分别巡视各省，考核吏治。八府巡按”常见于戏曲、小说，民间多视为清廉而有权势的大官。
八公山上，草木皆兵,bāgōngshānshàng，cǎomùjiēbīng,bagongshanshang，caomujiebing,八公山在安徽淮西市西。将八公山上的草木，都当作是士兵。形容极度惊恐，疑神疑鬼。
八纮同轨,bāhóngtóngguǐ,bahongtonggui,指天下一统。八纮，指八方极远之地。
八荒之外,bāhuāngzhīwài,bahuangzhiwai,八面荒远的地方以外。形容极其旷远。
八街九陌,bājiējiǔmò,bajiejiumo,形容城市的街道纵横，市面繁华。
八面见光,bāmiànjiànguāng,bamianjianguang,形容人非常世故，各方面都能应付得很周到。
八面驶风,bāmiànshǐfēng,bamianshifeng,形容善于见风使舵，各方面都兜得传。
八面受敌,bāmiànshòudí,bamianshoudi,①谓功力深厚，能应付各种情况。②砚名。
八面莹澈,bāmiànyíngchè,bamianyingche,比喻精明练达，洞察一切。
八面圆通,bāmiànyuántōng,bamianyuantong,形容为人处事圆滑，处处应付周全。
八面张罗,bāmiànzhāngluo,bamianzhangluo,形容各方面都应酬得好。
八难三灾,bānànsānzāi,banansanzai,比喻小孩生来多病。也形容经常遭遇不幸。
八万四千,bāwànsìqiān,bawansiqian,本为佛教表示事物众多的数字，后用以形容极多。
八仙过海，各显神通,bāxiānguòhǎi，gèxiǎnshéntōng,baxianguohai，gexianshentong,八仙道教传说中的八位神仙。比喻做事各有各的一套办法。也比喻各自拿出本领互相比赛。
八音迭奏,bāyīndiézòu,bayindiezou,八音古代对乐器的统称；迭交互，轮流。八类乐器轮番演奏。表示器乐齐全，演奏场面盛大。
八音遏密,bāyīnèmì,bayinemi,遏阻止；密寂静。各种乐器停止演奏，乐声寂静。旧指皇帝死后停乐举哀◇也用以形容国家元首之死。
八珍玉食,bāzhēnyùshí,bazhenyushi,泛指精美的肴馔。
八字打开,bāzìdǎkāi,bazidakai,象八”字那样，撇、捺向两边分开。原意是放着正路不走，却走歪门邪道。也形容门路很宽。
八字没见一撇,bāzìméijiànyīpiě,bazimeijianyipie,比喻事情毫无眉目，未见端绪。
巴巴急急,bābājíjí,babajiji,指勉强，凑合。同巴巴结结”。
巴巴劫劫,bābājiéjié,babajiejie,指心情急切的样子。
巴高望上,bāgāowàngshàng,bagaowangshang,指与社会地位高于自己的人结交或联姻。
巴高枝儿,bāgāozhīér,bagaozhier,比喻高攀。
巴前算后,bāqiánsuànhòu,baqiansuanhou,思前想后，反复考虑。
巴人下里,bārénxiàlǐ,barenxiali,①即下里巴人。古代楚国流行的民间歌曲。用以称流俗的音乐。巴，古国名，在今四川东部一带，古为楚地。下里，乡里。②泛指粗俗的。
巴三览四,bāsānlǎnsì,basanlansi,比喻说话拉扯，没有中心。
巴三揽四,bāsānlǎnsì,basanlansi,形容说话东拉西扯。
巴山度岭,bāshāndùlǐng,bashanduling,指爬山越岭。
巴山夜雨,bāshānyèyǔ,bashanyeyu,指客居异地又逢夜雨缠绵的孤寂情景。
巴山越岭,bāshānyuèlǐng,bashanyueling,爬山越岭。形容善于登山行走。
巴头探脑,bātóutànnǎo,batoutannao,形容伸着头偷看。
扒耳搔腮,páěrsāosāi,paersaosai,形容焦急而又无可奈何。
扒高踩低,bāgāocǎidī,bagaocaidi,比喻对上奉承攀附，对下欺侮压制。
抜格不入,hàngébùrù,hangeburu,?壕；格坚硬；抜格相互抵触，格格不入。过于坚硬而难于深入。形容彼此意见完全不合。
拔本塞原,báběnsèyuán,babenseyuan,①比喻背弃根本。②铲除事物发生的根源。多用于坏事。亦作拔本塞源”。
拔本塞源,báběnsèyuán,babenseyuan,本根本，根源。拔起树根，塞住水源。比喻防患除害要从根本上打主意。
拔丛出类,bácóngchūlèi,bacongchulei,犹言拔萃出类。指高出众人。
拔萃出类,bácuìchūlèi,bacuichulei,同出类拔萃”。指高出众人。
拔萃出群,bácuìchūqún,bacuichuqun,拔超出。萃原谓草丛生的样子，引伸为聚集，指聚集在一处的人或物。超出一般，在众人之上。
拔刀相向,bádāoxiāngxiàng,badaoxiangxiang,指动武。
拔地参天,bádìcāntiān,badicantian,拔地从地面上陡然耸立。参天高耸到空中。形容高大和气势雄伟。同拔地倚天”。
拔地摇山,bádìyáoshān,badiyaoshan,翻动大地，摇撼山岳。形容声势极大。
拔地倚天,bádìyǐtiān,badiyitian,拔突出，耸出。倚倚傍，贴近。从地面突兀而起，贴近天际。比喻高大突出，气势雄伟。
拔丁抽楔,bádīngchōuxiē,badingchouxie,拔出钉子，抽掉楔子。比喻解除困难。
拔锅卷席,báguōjuǎnxí,baguojuanxi,①比喻带走全部家当。②犹言卷铺盖。比喻被解雇。
拔剑论功,bájiànlùngōng,bajianlungong,指争论功劳激烈到几乎动武。
拔葵啖枣,bákuídànzǎo,bakuidanzao,拔人家的菜蔬，偷吃人家的枣子。比喻小偷小摸。
拔葵去织,bákuíqùzhī,bakuiquzhi,比喻做官的不与人民争利。
拔来报往,báláifùwǎng,balaifuwang,报通赴”，迅速≤快地来，很快地去。形容频繁地奔来奔去。
拔类超群,bálèichāoqún,baleichaoqun,同拔萃出类”。指高出众人。
拔了萝卜地皮宽,báleluóbodìpíkuān,baleluobodipikuan,比喻为了行事方便而把碍眼的事物去掉。也比喻为了扩展地盘而排挤别人。
拔毛济世,bámáojìshì,bamaojishi,指受轻微损失而能有利于世人。
拔毛连茹,bámáoliánrú,bamaolianru,比喻互相推荐，用一个人就连带引进许多人。
拔茅连茹,bámáoliánrú,bamaolianru,茅白茅，一种多年生的草；茹植物根部互相牵连的样子。比喻互相推荐，用一个人就连带引进许多人。
拔群出萃,báqúnchūcuì,baqunchucui,高出众人。多指才能。
拔山超海,báshānchāohǎi,bashanchaohai,拔起高山，超越大海。比喻力量极大。
拔山盖世,báshāngàishì,bashangaishi,盖世超越天下人，世上第一。力能拔掉大山，形容力大勇猛，当代无比。
拔山举鼎,báshānjǔdǐng,bashanjuding,形容力量超人或气势雄伟。
拔山扛鼎,báshāngāngdǐng,bashangangding,扛双手举起。拔起大山，举起重鼎。形容力气很大。
拔十得五,báshídéwǔ,bashidewu,拔盐，推荐。想盐十个，结果只选得五个。指盐人才不容易。
拔十失五,báshíshīwǔ,bashishiwu,指盐人才而失其半数。
拔树撼山,báshùhànshān,bashuhanshan,拔起大树，摇动高山。形容声势极大。
拔树搜根,báshùsōugēn,bashusougen,比喻追究到底，彻底查问。
拔树寻根,báshùxúngēn,bashuxungen,比喻追究到底。
拔犀擢象,báxīzhuóxiàng,baxizhuoxiang,擢提升。比喻提拔才能出众的人。
拔辖投井,báxiátóujǐng,baxiatoujing,辖，车轴两端的键。指殷勤留客饮酒。
拔新领异,báxīnlǐngyì,baxinlingyi,拔抽出；新新意；领具有；异指独特之处。指创立新意，提出独特的见解。
拔宅飞升,bázháifēishēng,bazhaifeisheng,拔拔起；宅住宅。古代传说修道的人全家同升仙界。参见拔宅上升”。
拔宅上升,bázháishàngshēng,bazhaishangsheng,拔拔起；宅住宅。古代传说修道的人全家同升仙界。
拔赵易汉,bázhàoyìhàn,bazhaoyihan,用以比喻偷换取胜或战胜、胜利之典。
拔赵帜立赤帜,bázhàozhìlìchìzhì,bazhaozhilichizhi,用以比喻偷换取胜或战胜、胜利之典。
拔赵帜易汉帜,bázhàozhìyìhànzhì,bazhaozhiyihanzhi,用以比喻偷换取胜或战胜、胜利之典。
拔帜树帜,bázhìshùzhì,bazhishuzhi,用以比喻偷换取胜或战胜、胜利之典。
拔帜易帜,bázhìyìzhì,bazhiyizhi,帜旗帜；易换。比喻推翻别人，自己占有。
跋胡痜尾,báhúzhìwěi,bahuzhiwei,比喻进退两难。
跋扈飞扬,báhùfēiyáng,bahufeiyang,指骄横放肆。
跋扈自恣,báhùzìzì,bahuzizi,形容为所欲为，无所忌惮。
跋扈恣睢,báhùzìsuī,bahuzisui,指专横强暴，为所欲为。
跋来报往,báláifùwǎng,balaifuwang,匆匆地跑来跑去。跋，通拔”。
跋履山川,bálǚshānchuān,balvshanchuan,形容远道奔波之苦。参见跋山涉水”。
跋前踕后,báqiánjiéhòu,baqianjiehou,同跋胡痜尾”。比喻进退两难。
跋前痜后,báqiánzhìhòu,baqianzhihou,同跋胡痜尾”。比喻进退两难。
跋山涉川,báshānshèchuān,bashanshechuan,形容远道奔波之苦。参见跋山涉水”。
跋涉山川,báshèshānchuān,basheshanchuan,形容远道奔波之苦。参见跋山涉水”。
把臂入林,bǎbìrùlín,babirulin,把指挽着；林山林。互挽手臂，表示亲热。旧指相偕归隐。
把臂徐去,bǎbìxúqù,babixuqu,互相挽着胳膊慢慢离开。
把持不定,bǎchíbùdìng,bachibuding,没有明确的主见，游移反复。
把饭叫饥,bǎfànjiàojī,bafanjiaoji,比喻多此一举。
把酒持螯,bǎjiǔchíáo,bajiuchiao,手持蟹螯饮酒。古人视为人生一大乐事。
把素持斋,bǎsùchízhāi,basuchizhai,把遵守。斋斋戒。指信佛者遵守吃素，坚持戒律。
把玩无厌,bǎwánwǔyàn,bawanwuyan,拿着赏玩，不觉厌倦。
把薪助火,bǎxīnzhùhuǒ,baxinzhuhuo,把握住。拿着柴草助长火势。比喻某种行动作法会增加对方的力量或助长事态的加剧。
罢黜百家,bāchùbǎijiā,bachubaijia,罢黜废弃不用。原指排除诸子杂说，专门推行儒家学说。也比喻只要一种形式，不要其他形式。
霸道横行,bàdàohéngxíng,badaohengxing,犹言横行霸道。指依仗权势为非作歹。
霸陵醉尉,bàlíngzuìwèi,balingzuiwei,形容失官之后受人侵辱。
霸王别姬,bàwángbiéjī,bawangbieji,姬指西楚霸王项羽的宠妾虞姬。形容英雄末路的悲壮情景。现多比喻独断专行，脱离群众，最终垮台。
霸王风月,bàwángfēngyuè,bawangfengyue,比喻用粗暴的态度对待幽雅的事情。
白白朱朱,báibáizhūzhū,baibaizhuzhu,白的白，红的红。形容不同种类、色彩各异的花木。
白璧青蝇,báibìqīngyíng,baibiqingying,白璧洁白的玉，比喻清白的人。青蝇比喻佞人。比喻善恶忠佞。
白璧三献,báibìsānxiàn,baibisanxian,楚人和氏得玉璞，两献楚王，两遭刖足。第三次王使治璞，得白玉，琢以为璧，世称和氏璧”。比喻不识良材或怀才不遇。
白草黄云,báicǎohuángyún,baicaohuangyun,形容边塞秋季的荒凉景象。
白齿青眉,báichǐqīngméi,baichiqingmei,指青少年时期。
白刀子进，红刀子出,báidāozǐjìn，hóngdāozǐchū,baidaozijin，hongdaozichu,指要杀人见血、动手拼命§刀子带血的刀子。
白藋同心,báidiàotóngxīn,baidiaotongxin,犹言心如野草。形容不羡荣华的品节。
白丁俗客,báidīngsúkè,baidingsuke,白丁没有功名的平民。泛指粗俗之辈。
白发苍苍,báifàcāngcāng,baifacangcang,苍苍灰白色。头发灰白。形容人的苍老。
白发苍颜,báifàcāngyán,baifacangyan,头发已白，脸色灰暗。形容老人的容貌。
白发丹心,báifàdānxīn,baifadanxin,丹心赤诚之心。形容年迈苍老，仍然怀有一颗赤诚之心。
白发红颜,báifàhóngyán,baifahongyan,头发斑白而脸色红润。形容老年人容光焕发的样子。
白发千丈,báifàqiānzhàng,baifaqianzhang,形容头发既白且长，表示人因愁思过重而容颜衰老。
白发青衫,báifàqīngshān,baifaqingshan,青衫无功名者的服饰。谓年老而功名未就。
白发朱颜,báifàzhūyán,baifazhuyan,颜脸色。头发斑白，脸色通红。形容老人容光焕发。
白饭青刍,báifànqīngchú,baifanqingchu,白饭供客，青草喂马。比喻主人招待周到。
白骨露野,báigǔlùyě,baiguluye,露暴露。死人的白骨暴露在野外。形容战争或灾难所赞成的悲剧景象。
白骨再肉,báigǔzàiròu,baiguzairou,白骨上再生出肉来。比喻起死回生。
白圭之玷,báiguīzhīdiàn,baiguizhidian,白玉圭上的一个斑点。比喻人或物大体很好，只是有些小缺点。
白黑不分,báihēibùfēn,baiheibufen,比喻清浊混乱，是非不明。
白黑颠倒,báihēidiāndǎo,baiheidiandao,颠倒错乱。指白黑不分、是非颠倒。
白黑分明,báihēifēnmíng,baiheifenming,比喻是非分得清楚。
白虹贯日,báihóngguànrì,baihongguanri,白色的长虹穿日而过。古人认为人间有不平凡的事，就会引起这种天象的变化。实际上这不是虹而是晕，是一种大气光学现象。
白华之怨,báihuázhīyuàn,baihuazhiyuan,指女子失宠之哀怨。
白话八股,báihuàbāgǔ,baihuabagu,用白话写的类似旧时八股式的文章。比喻指应命而写的刻板文章。
白袷蓝衫,báijiálánshān,baijialanshan,旧时士人的服装。亦借指尚未取得功名的士人。
白驹空谷,báijūkōnggǔ,baijukonggu,白驹白色骏马，比喻贤能者。比喻贤能之人在野而不能出仕◇也比喻贤能者出仕而谷空。
白蜡明经,báilàmíngjīng,bailamingjing,白蜡比喻光秃空白。明经科举制度中科目之一。比喻屡试不中。
白浪掀天,báilàngxiāntiān,bailangxiantian,掀翻腾。形容风大浪高。
白龙鱼服,báilóngyúfú,bailongyufu,鱼服穿起鱼的外衣。白龙化为鱼在渊中游。比喻帝王或大官吏隐藏身分，改装出行。
白旄黄钺,báimáohuángyuè,baimaohuangyue,比喻有关征战的事。
白眉赤眼,báiméichìyǎn,baimeichiyan,比喻平白无故。
白面儒冠,báimiànrúguān,baimianruguan,犹白面书生。指只知读书，阅历少，见识浅的读书人。有时含贬义。亦泛指读书人。
白面儒生,báimiànrúshēng,baimianrusheng,犹白面书生。指只知读书，阅历少，见识浅的读书人。有时含贬义。亦泛指读书人。
白面书郎,báimiànshūláng,baimianshulang,犹白面书生。指只知读书，阅历少，见识浅的读书人。有时含贬义。亦泛指读书人。
白帢青衫,báijiáqīngshān,baijiaqingshan,旧时士人的服装。亦借指尚未取得功名的士人。同白袷蓝衫”。
白日飞升,báirìfēishēng,bairifeisheng,犹白日升天。道教谓人修炼得道后，白昼飞升天界成仙◇喻指一朝显贵。
白日青天,báirìqīngtiān,bairiqingtian,白天。表示强调。
白日上升,báirìshàngshēng,bairishangsheng,犹言白日升天。道教谓人修炼得道后，白昼飞升天界成仙。
